image_file	year	months	day	time	timestemp	h	w
GRAVES-XYmVV_230513082829.jpg_1	2023	05	13	082829	2023-05-13 082829	105	85
GRAVES-XYmVV_230513084030.jpg_1	2023	05	13	084030	2023-05-13 084030	176	143
GRAVES-XYmVV_230513084159.jpg_3	2023	05	13	084159	2023-05-13 084159	117	80
GRAVES-XYmVV_230513084500.jpg_1	2023	05	13	084500	2023-05-13 084500	204	161
GRAVES-XYmVV_230513090559.jpg_1	2023	05	13	090559	2023-05-13 090559	121	115
GRAVES-XYmVV_230513091030.jpg_1	2023	05	13	091030	2023-05-13 091030	154	128
GRAVES-XYmVV_230513092230.jpg_1	2023	05	13	092230	2023-05-13 092230	145	111
GRAVES-XYmVV_230513093730.jpg_1	2023	05	13	093730	2023-05-13 093730	179	179
GRAVES-XYmVV_230513095059.jpg_1	2023	05	13	095059	2023-05-13 095059	102	80
GRAVES-XYmVV_230513100900.jpg_1	2023	05	13	100900	2023-05-13 100900	162	165
GRAVES-XYmVV_230513111159.jpg_1	2023	05	13	111159	2023-05-13 111159	100	83
GRAVES-XYmVV_230513113900.jpg_1	2023	05	13	113900	2023-05-13 113900	155	117
GRAVES-XYmVV_230513120000.jpg_1	2023	05	13	120000	2023-05-13 120000	151	102
GRAVES-XYmVV_230513124500.jpg_1	2023	05	13	124500	2023-05-13 124500	115	82
GRAVES-XYmVV_230513125829.jpg_1	2023	05	13	125829	2023-05-13 125829	119	81
GRAVES-XYmVV_230513130730.jpg_2	2023	05	13	130730	2023-05-13 130730	125	110
GRAVES-XYmVV_230513130900.jpg_2	2023	05	13	130900	2023-05-13 130900	119	87
GRAVES-XYmVV_230513131030.jpg_1	2023	05	13	131030	2023-05-13 131030	189	156
GRAVES-XYmVV_230513133130.jpg_1	2023	05	13	133130	2023-05-13 133130	100	72
GRAVES-XYmVV_230513134800.jpg_1	2023	05	13	134800	2023-05-13 134800	129	114
GRAVES-XYmVV_230513140429.jpg_1	2023	05	13	140429	2023-05-13 140429	92	84
GRAVES-XYmVV_230513141329.jpg_1	2023	05	13	141329	2023-05-13 141329	123	86
GRAVES-XYmVV_230513142059.jpg_1	2023	05	13	142059	2023-05-13 142059	115	103
GRAVES-XYmVV_230513143730.jpg_1	2023	05	13	143730	2023-05-13 143730	121	80
GRAVES-XYmVV_230513143900.jpg_2	2023	05	13	143900	2023-05-13 143900	122	85
GRAVES-XYmVV_230513151030.jpg_1	2023	05	13	151030	2023-05-13 151030	167	94
GRAVES-XYmVV_230513151800.jpg_1	2023	05	13	151800	2023-05-13 151800	199	145
GRAVES-XYmVV_230513153730.jpg_1	2023	05	13	153730	2023-05-13 153730	111	90
GRAVES-XYmVV_230513161330.jpg_1	2023	05	13	161330	2023-05-13 161330	204	166
GRAVES-XYmVV_230513161800.jpg_1	2023	05	13	161800	2023-05-13 161800	136	90
GRAVES-XYmVV_230513180730.jpg_1	2023	05	13	180730	2023-05-13 180730	142	94
GRAVES-XYmVV_230513182359.jpg_1	2023	05	13	182359	2023-05-13 182359	177	117
GRAVES-XYmVV_230513182530.jpg_1	2023	05	13	182530	2023-05-13 182530	196	139
GRAVES-XYmVV_230513192359.jpg_1	2023	05	13	192359	2023-05-13 192359	222	194
GRAVES-XYmVV_230513201500.jpg_1	2023	05	13	201500	2023-05-13 201500	143	94
GRAVES-XYmVV_230513202659.jpg_1	2023	05	13	202659	2023-05-13 202659	271	228
GRAVES-XYmVV_230513203859.jpg_1	2023	05	13	203859	2023-05-13 203859	106	87
GRAVES-XYmVV_230513213730.jpg_1	2023	05	13	213730	2023-05-13 213730	135	111
GRAVES-XYmVV_230513221030.jpg_1	2023	05	13	221030	2023-05-13 221030	157	115
GRAVES-XYmVV_230513230600.jpg_1	2023	05	13	230600	2023-05-13 230600	95	75
GRAVES-XYmVV_230513231330.jpg_1	2023	05	13	231330	2023-05-13 231330	127	91
GRAVES-XYmVV_230514012100.jpg_1	2023	05	14	012100	2023-05-14 012100	121	111
GRAVES-XYmVV_230514012230.jpg_1	2023	05	14	012230	2023-05-14 012230	106	83
GRAVES-XYmVV_230514014500.jpg_1	2023	05	14	014500	2023-05-14 014500	150	93
GRAVES-XYmVV_230514021629.jpg_1	2023	05	14	021629	2023-05-14 021629	166	112
GRAVES-XYmVV_230514025359.jpg_1	2023	05	14	025359	2023-05-14 025359	183	171
GRAVES-XYmVV_230514025529.jpg_1	2023	05	14	025529	2023-05-14 025529	162	152
GRAVES-XYmVV_230514031930.jpg_1	2023	05	14	031930	2023-05-14 031930	124	109
GRAVES-XYmVV_230514032359.jpg_1	2023	05	14	032359	2023-05-14 032359	178	195
GRAVES-XYmVV_230514032700.jpg_1	2023	05	14	032700	2023-05-14 032700	202	243
GRAVES-XYmVV_230514033430.jpg_1	2023	05	14	033430	2023-05-14 033430	194	138
GRAVES-XYmVV_230514033730.jpg_1	2023	05	14	033730	2023-05-14 033730	152	122
GRAVES-XYmVV_230514034330.jpg_1	2023	05	14	034330	2023-05-14 034330	131	91
GRAVES-XYmVV_230514034500.jpg_2	2023	05	14	034500	2023-05-14 034500	134	89
GRAVES-XYmVV_230514042400.jpg_1	2023	05	14	042400	2023-05-14 042400	93	82
GRAVES-XYmVV_230514043130.jpg_1	2023	05	14	043130	2023-05-14 043130	224	186
GRAVES-XYmVV_230514043730.jpg_1	2023	05	14	043730	2023-05-14 043730	200	222
GRAVES-XYmVV_230514043900.jpg_1	2023	05	14	043900	2023-05-14 043900	176	133
